status,open,close,type,account_id,client_id,value
Active,2012-07-21,,Brokerage,1833,633,9770.085464120886
Active,2011-01-12,,529,1834,633,71321.28116846576
Active,2006-12-16,,Brokerage,1835,634,7760.621644106315
Active,2015-12-28,,Traditional IRA,1836,635,4789.697776757464
Active,2008-10-03,,Roth 401(k),1837,635,9731.046670282507
Active,2007-06-03,,529,1838,635,12113.97433849095
Active,2014-12-18,,Roth IRA,1839,635,9735.775363859466
Active,2016-09-20,,Traditional IRA,1840,636,2964.4688257844577
Active,2018-02-11,,Roth IRA,1841,636,298772.7842744334
Active,2018-06-30,,529,1842,636,18123.43305394387
Active,2013-12-23,,Roth 401(k),1843,637,5616.580762658818
Active,2017-02-28,,529,1844,637,19079.2651080902
Active,2015-05-27,,Brokerage,1845,638,24961.71003399995
Active,2017-06-23,,Roth IRA,1846,639,23943.755323356338
Active,2013-10-12,,Brokerage,1847,640,16859.35712829327
Active,2014-12-02,,529,1848,641,9502.560456147856
Active,2015-05-24,,Brokerage,1849,641,2119.17070969266
Active,2016-09-11,,Traditional IRA,1850,642,285522.14928644424
Active,2016-12-30,,Roth IRA,1851,642,4087.166251216143
Active,2015-09-21,,Roth IRA,1852,643,16668.433747511153
Active,2016-10-03,,Traditional IRA,1853,644,7479.700501595836
Active,2012-12-18,,Roth 401(k),1854,644,6805.495520385296
Active,2017-11-27,,Roth 401(k),1855,645,9456.408260379805
Active,2018-07-13,,Brokerage,1856,645,11132.023892978357
Active,2017-10-31,,Roth IRA,1857,645,20568.57800294909
Active,2018-03-23,,529,1858,645,9785.281351702668
Active,2018-01-05,,Traditional IRA,1859,645,7592.076825115388
Active,2015-10-06,,Traditional IRA,1860,646,8528.892837760272
Active,2015-01-02,,Traditional IRA,1861,647,16662.85899161856
Active,2010-10-13,,Brokerage,1862,647,291321.85777439876
Active,2003-10-26,,529,1863,647,4850.899352249446
Active,2015-09-11,,Roth 401(k),1864,647,5364.35322914343
Active,2018-02-08,,529,1865,648,5859.56469817514
Active,2017-05-22,,Brokerage,1866,648,129918.84577937286
Active,2016-01-29,,Roth 401(k),1867,648,5190.31265235884
Active,2017-06-13,,Roth IRA,1868,648,18884.79161787203
Active,2017-01-07,,Traditional IRA,1869,649,209255.62299534772
Active,2016-01-02,,Brokerage,1870,649,16640.198303993016
Active,2014-12-04,,529,1871,649,24279.247591140145
Active,2016-02-21,,529,1872,650,21075.455740832484
Active,2011-05-23,,Roth 401(k),1873,650,15623.28970061503
Active,2003-06-28,,Roth IRA,1874,650,9044.548157659017
Active,2016-08-05,,529,1875,651,15562.730563688097
Active,2018-02-01,,Roth 401(k),1876,651,7225.440998778972
Active,2016-10-08,,Brokerage,1877,651,8799.33601525908
Active,2018-05-09,,Roth IRA,1878,651,22682.810840977425
Active,2018-03-13,,Brokerage,1879,652,6412.279688784099
Active,2007-06-14,,Roth 401(k),1880,652,85257.36781434869
Active,2003-11-17,,Roth IRA,1881,652,8989.505506274494
Active,2008-07-30,,529,1882,652,188374.64059634734
Active,2016-09-01,,529,1883,653,293868.771737317
Active,2018-04-15,,Traditional IRA,1884,654,16381.616470392011
Active,2016-11-30,,Roth 401(k),1885,654,17317.14324187079
Active,2018-02-27,,Roth IRA,1886,654,13100.440519045113
Active,2013-12-16,,Roth 401(k),1887,655,9998.672865721295
Active,2017-06-07,,Traditional IRA,1888,655,15409.41653802492
Active,2014-09-29,,Brokerage,1889,655,20177.544554710028
Active,2010-08-08,,529,1890,655,11591.785300568183
Active,2011-07-05,,Roth 401(k),1891,656,7566.045435174736
Active,2010-06-17,,529,1892,656,9407.538628997718
Active,2011-11-17,,Roth IRA,1893,656,23157.01103595376
Active,2015-11-21,,Roth 401(k),1894,657,8881.684209017363
Inactive,2017-04-24,2018-03-30,529,1895,657,24552.34240644202
Active,2015-09-10,,Roth IRA,1896,657,1659.1191045005455
Active,2016-07-13,,Traditional IRA,1897,657,2022.1368827777092
Inactive,2016-07-06,2017-04-19,Roth IRA,1898,658,18027.684634963192
Active,2017-07-25,,529,1899,658,2618.1017510004203
Active,2017-06-18,,Roth 401(k),1900,659,22767.869705968562
Active,2017-02-12,,Roth IRA,1901,659,22894.208281631356
Active,2017-03-27,,Traditional IRA,1902,659,1057.0577994125924
Active,2016-01-22,,529,1903,659,5181.745035916522
Active,2017-09-22,,Brokerage,1904,659,6517.983534044702
Active,2018-03-20,,Brokerage,1905,660,22997.52120557529
Active,2018-03-14,,Roth 401(k),1906,660,20828.55589005913
Active,2018-04-23,,Traditional IRA,1907,660,2894.9161814286235
Active,2004-05-21,,Roth 401(k),1908,661,12729.683582926631
Inactive,2013-01-20,2016-04-08,529,1909,661,22832.573963457988
Active,2003-09-10,,Roth IRA,1910,661,12938.943317862433
Active,2004-07-05,,Brokerage,1911,661,23977.664382464034
Active,2005-02-06,,Traditional IRA,1912,661,1779.249175810061
Active,2009-08-10,,Roth IRA,1913,662,4965.768082181414
Inactive,2008-11-19,2014-11-29,Roth 401(k),1914,662,18383.10624579546
Active,2006-06-03,,Brokerage,1915,663,23111.273671972187
Active,2012-04-23,,Roth 401(k),1916,663,21060.95516285736
Active,2005-12-27,,Roth IRA,1917,663,281948.3879025945
Active,2017-06-18,,Roth IRA,1918,664,99897.37710600966
Active,2017-03-19,,Brokerage,1919,664,23631.647146757747
Active,2017-03-30,,Roth 401(k),1920,665,1201.0620720046009
Active,2007-08-12,,Roth IRA,1921,666,9329.630563545681
Active,2005-02-01,,Roth 401(k),1922,666,24104.741850483715
Active,2018-03-26,,529,1923,666,20940.433222597447
Active,2016-02-08,,Traditional IRA,1924,667,9488.393410089588
Active,2011-11-29,,Brokerage,1925,667,1542.7104121072173
Active,2015-02-03,,529,1926,667,202909.7533442672
Active,2008-11-16,,Roth 401(k),1927,667,23023.533671759335
Active,2007-06-09,,Traditional IRA,1928,668,6321.548250739233
Active,2011-02-25,,Brokerage,1929,668,15333.551120932758
Active,2018-03-01,,Roth 401(k),1930,668,17248.261504066104
Active,2004-01-28,,529,1931,668,13605.17752403361
Active,2009-11-03,,Roth IRA,1932,668,165887.26895367785
Inactive,2013-06-06,2017-09-30,Roth 401(k),1933,669,15195.117069232272
Active,2016-11-12,,Brokerage,1934,669,5554.48927522923
Active,2015-04-02,,Roth IRA,1935,669,1044.078682622679
Active,2017-04-08,,Traditional IRA,1936,669,20531.78707945305
Active,2015-09-03,,529,1937,670,10604.647364936276
Active,2016-12-25,,Roth IRA,1938,670,20242.780492472426
Active,2009-02-23,,Traditional IRA,1939,670,16197.55025950752
Active,2014-10-24,,Brokerage,1940,670,1265.8225112248697
Active,2011-05-01,,Roth 401(k),1941,670,24621.134199867734
Active,2017-03-25,,Brokerage,1942,671,24138.93754745419
Active,2014-09-01,,Traditional IRA,1943,672,20787.177846722232
Inactive,2011-06-15,2018-07-03,Roth 401(k),1944,672,7475.171459733014
Active,2017-12-21,,Roth IRA,1945,673,7363.529723363637
Active,2012-03-24,,Roth IRA,1946,674,24789.74840986648
Active,2017-12-29,,Brokerage,1947,675,180292.99067151378
Active,2017-02-08,,Roth 401(k),1948,675,274409.07059468026
Active,2014-05-11,,Brokerage,1949,676,21695.964362681643
Active,2014-08-28,,Traditional IRA,1950,676,3514.0958411816073
Active,2015-09-09,,Roth IRA,1951,676,19323.616483973557
Inactive,2015-09-23,2018-08-05,529,1952,676,3792.5884964673246
Active,2018-07-03,,Roth 401(k),1953,676,10023.81617727441
Active,2017-12-10,,Brokerage,1954,677,3113.5942617088076
Active,2011-03-22,,Roth IRA,1955,677,265046.6415381469
Active,2013-07-11,,529,1956,677,22650.070073026047
Inactive,2016-04-04,2018-04-10,Roth 401(k),1957,677,16030.623114723589
Active,2012-05-30,,529,1958,678,5354.583552282925
Active,2017-10-08,,Roth 401(k),1959,678,5109.366946683145
Active,2017-09-26,,Traditional IRA,1960,678,227049.72663327123
Active,2014-06-16,,Roth IRA,1961,678,10939.535595325025
Active,2005-12-09,,Roth IRA,1962,679,4886.995671290036
Active,2014-07-20,,Traditional IRA,1963,679,16037.63649926287
Inactive,2017-08-02,2018-04-20,Brokerage,1964,679,15062.296605757261
Active,2008-07-24,,Traditional IRA,1965,680,24050.254689127105
Active,2013-04-24,,Roth 401(k),1966,680,13759.562909167798
Active,2014-10-17,,Brokerage,1967,680,11490.505733862748
Active,2001-08-24,,Roth IRA,1968,680,16967.43262870083
Active,2013-01-20,,Roth 401(k),1969,681,22259.95325678647
Active,2017-12-28,,Brokerage,1970,681,4659.060201708584
Active,2011-10-05,,Roth IRA,1971,682,1725.7817111602253
Active,2015-07-20,,529,1972,682,11660.49114172523
Active,2011-03-31,,Brokerage,1973,682,5848.2030245803435
Active,2014-06-21,,Roth 401(k),1974,682,22292.50062376026
Active,2015-10-05,,Roth 401(k),1975,683,12208.024632497854
Active,2014-10-15,,Roth IRA,1976,683,1119.260667595361
Active,2017-09-23,,Roth IRA,1977,684,24216.45953081173
Active,2017-08-28,,529,1978,685,9138.92267531557
Inactive,2017-01-05,2017-08-07,Roth IRA,1979,685,16566.462535903825
Active,2016-01-25,,Roth IRA,1980,686,11203.918042553272
Active,2014-11-03,,Brokerage,1981,687,12308.67066197729
Active,2018-06-04,,529,1982,687,24283.18947419852
Active,2010-07-06,,Roth IRA,1983,687,17626.798091640074
Active,2009-09-01,,Roth 401(k),1984,688,8664.307950851377
Active,2007-01-10,,Traditional IRA,1985,688,23740.456125637123
Active,2010-02-19,,529,1986,688,12046.171434829723
Active,2006-10-27,,Roth IRA,1987,688,16172.436257105217
Inactive,2009-01-07,2015-02-25,Brokerage,1988,688,24897.19245358799
Active,2018-01-15,,Brokerage,1989,689,17897.50333272865
Active,2017-09-05,,529,1990,689,18082.927650834543
Active,2017-01-03,,Traditional IRA,1991,689,9374.418731442674
Active,2013-01-08,,Roth 401(k),1992,690,24075.196007645896
Active,2018-04-24,,529,1993,690,24998.038369070156
Active,2016-07-05,,Traditional IRA,1994,690,21547.680986159827
Active,2013-02-20,,Roth IRA,1995,690,23623.04002993199
Active,2014-05-13,,Traditional IRA,1996,691,1574.7100540121908
Active,2007-05-24,,Brokerage,1997,691,6666.356335963714
Active,2008-05-10,,Roth IRA,1998,691,22000.993851365976
Active,2014-07-11,,529,1999,691,18315.98609001272
Inactive,2016-12-04,2018-08-22,Roth IRA,2000,692,15974.333210111943
Active,2016-06-02,,529,2001,693,23928.335042088496
Active,2017-02-15,,Traditional IRA,2002,694,21220.6550853909
Active,2017-05-17,,529,2003,694,7641.294807039183
Active,2014-11-25,,Brokerage,2004,695,11345.406926232345
Active,2012-02-01,,529,2005,696,18427.661367575205
Active,2008-01-14,,Brokerage,2006,696,260115.19467215033
Active,2013-06-18,,Brokerage,2007,697,92744.63274866575
Active,2016-03-02,,Brokerage,2008,698,14661.886060059522
Inactive,2016-02-03,2016-08-27,Roth 401(k),2009,699,188184.86934664403
Inactive,2012-03-01,2017-11-09,Traditional IRA,2010,699,224481.14179102107
Active,2012-09-07,,529,2011,700,20153.529895031108
Active,2003-03-12,,Brokerage,2012,701,17833.048561088843
Active,2018-05-03,,Roth IRA,2013,702,5387.708466052371
Active,2015-06-02,,Roth IRA,2014,703,79166.77471792456
Active,2016-07-18,,529,2015,703,16132.866227486944
Active,2016-11-19,,Brokerage,2016,703,9610.546463040871
Active,2017-06-06,,Traditional IRA,2017,703,18988.40259314325
Active,2018-07-23,,529,2018,704,24841.554860264772
Active,2018-06-04,,Roth IRA,2019,704,15495.029292065225
Active,2014-02-07,,Traditional IRA,2020,704,6526.079234260946
Active,2016-12-04,,Brokerage,2021,704,13897.108532197926
Active,2015-05-01,,529,2022,705,8565.55660631717
Inactive,2018-05-05,2018-09-10,Roth 401(k),2023,705,14972.248216907363
Active,2016-12-19,,Traditional IRA,2024,705,4724.442249885438
Active,2015-05-17,,Roth IRA,2025,705,81151.45315776521
Active,2016-04-20,,Brokerage,2026,706,81431.65847654358
Active,2017-08-23,,Traditional IRA,2027,706,13666.609249390478
Active,2018-02-20,,Roth IRA,2028,706,5914.198983351343
Active,2017-11-11,,Roth IRA,2029,707,6432.802516223021
Active,2018-05-07,,Roth IRA,2030,708,11666.201079555145
Active,2018-04-05,,Brokerage,2031,708,16570.447873212273
Inactive,2016-10-02,2017-10-14,529,2032,708,4386.373126992192
Inactive,2018-06-29,2018-10-15,Roth 401(k),2033,708,10563.93249612175
Active,2013-12-25,,529,2034,709,17149.17718674314
Active,2014-09-20,,Brokerage,2035,709,93285.1672820703
Inactive,2018-02-28,2018-07-04,Brokerage,2036,710,14725.002994412109
Active,2016-10-29,,529,2037,710,8842.784500660604
Active,2017-01-20,,Roth 401(k),2038,710,12651.003626083047
Active,2014-04-12,,Brokerage,2039,711,3729.1602627930065
Active,2017-09-11,,Roth IRA,2040,712,18619.34146852685
Active,2017-05-28,,Brokerage,2041,712,14297.12394679038
Active,2017-01-05,,Roth 401(k),2042,712,9893.20587380267
Active,2018-01-12,,Traditional IRA,2043,712,17506.779017971792
Active,2009-02-13,,Brokerage,2044,713,20757.817687104052
Active,2007-07-27,,Roth IRA,2045,713,24667.884508999472
Active,2017-07-22,,529,2046,714,23771.153986301542
Active,2013-12-13,,Brokerage,2047,714,17428.624445476577
Active,2010-01-25,,Roth IRA,2048,714,20013.26881165124
Active,2012-12-19,,Traditional IRA,2049,715,14694.522644597846
Active,2006-10-24,,Roth IRA,2050,715,160918.99945841293
Active,2012-01-11,,529,2051,715,180229.20408394438
Active,2006-11-14,,Roth 401(k),2052,715,17785.997456423967
Active,2016-01-11,,Roth 401(k),2053,716,10845.479446488807
Active,2015-12-31,,529,2054,716,12462.712296444808
Active,2009-03-10,,Roth IRA,2055,716,11845.368055345505
Inactive,2016-02-15,2018-09-12,Brokerage,2056,716,4112.26430557114
Active,2014-04-30,,529,2057,717,276375.74829152616
Inactive,2016-11-04,2017-07-03,Traditional IRA,2058,717,12067.431366612002
Active,2014-07-30,,Brokerage,2059,717,20814.1802743942
Active,2014-12-03,,Roth IRA,2060,717,268833.961876668
Active,2014-10-14,,529,2061,718,4861.207002210631
Active,2017-04-28,,Traditional IRA,2062,719,8254.66640083963
Active,2018-04-02,,Brokerage,2063,719,5896.701048998491
Active,2017-09-23,,Roth IRA,2064,719,23709.94982676331
Active,2017-10-24,,Roth 401(k),2065,719,2034.100782683101
Active,2015-08-17,,Brokerage,2066,720,7278.520316571201
Inactive,2015-03-16,2018-09-27,Roth 401(k),2067,720,17788.47502477579
Active,2001-08-26,,Roth 401(k),2068,721,7715.076223153994
Active,2014-04-19,,Traditional IRA,2069,722,7929.254369576464
Inactive,2018-01-06,2018-06-13,Roth IRA,2070,722,12164.598866214474
Inactive,2013-04-27,2015-11-06,Brokerage,2071,722,15846.018101919242
Active,2018-01-22,,Roth 401(k),2072,722,19883.59756509271
Active,2018-05-28,,529,2073,722,24874.050033852687
Active,2005-08-09,,Roth 401(k),2074,723,22171.653957616898
Inactive,2017-06-09,2018-03-08,Roth IRA,2075,724,11475.000501966686
Active,2008-08-31,,529,2076,724,24939.693736289275
Inactive,2017-02-21,2018-09-23,Brokerage,2077,724,24405.593364103526
Active,2018-04-09,,Roth 401(k),2078,724,19097.96191700067
Active,2017-03-12,,Traditional IRA,2079,725,3510.818761555238
Active,2010-10-20,,529,2080,725,19598.26949120922
Inactive,2011-05-07,2013-09-05,Brokerage,2081,725,4029.3059741891943
Active,2011-03-11,,Roth IRA,2082,725,6883.1562498556705
Inactive,2016-10-05,2018-05-26,Roth 401(k),2083,725,10126.006312597903
Active,2017-08-16,,Roth IRA,2084,726,5588.850953338699
Inactive,2016-12-26,2017-07-30,529,2085,726,1951.0536262042324
Active,2013-08-29,,Roth IRA,2086,727,6975.246385223196
Active,2007-09-03,,529,2087,727,20183.99075148047
Active,2018-04-27,,Brokerage,2088,727,20377.92527841572
Active,2018-06-28,,529,2089,728,10821.741829417017
Inactive,2017-05-16,2017-10-20,Roth IRA,2090,728,6461.311274702767
Active,2016-07-03,,Traditional IRA,2091,728,21883.752479811505
Active,2017-12-15,,Brokerage,2092,728,24714.040044902526
Active,2018-07-24,,Roth 401(k),2093,728,1812.4967931391475
Inactive,2015-07-07,2017-08-10,Traditional IRA,2094,729,10144.488261180646
Active,2013-10-11,,Roth 401(k),2095,729,12238.19506984951
Active,2017-09-05,,Traditional IRA,2096,730,8833.911572923542
Active,2011-02-22,,529,2097,730,14640.424633679977
Active,2011-08-31,,Roth IRA,2098,730,10021.22168350077
Active,2011-02-01,,Roth 401(k),2099,730,23084.535370517093
Active,2017-02-26,,Brokerage,2100,730,1553.7551184416784
Inactive,2017-12-15,2018-10-18,Brokerage,2101,731,21794.314248413102
Active,2016-06-11,,Roth IRA,2102,731,6863.298604323991
Active,2013-11-27,,Roth 401(k),2103,731,129384.7653038958
Active,2012-06-21,,Traditional IRA,2104,731,13439.14486177334
Active,2013-07-31,,529,2105,731,20393.868974362464
Active,2016-06-06,,Brokerage,2106,732,8204.891561199318
Active,2017-10-30,,Traditional IRA,2107,732,13910.703720627891
Inactive,2017-06-30,2018-05-06,529,2108,732,18329.557980927446
Active,2016-06-11,,Roth 401(k),2109,732,16434.787570304725
Active,2004-02-25,,529,2110,733,4598.100901639559
Active,2010-12-18,,Roth IRA,2111,733,20864.07051941455
Active,2018-01-25,,Brokerage,2112,733,13947.806491980464
Inactive,2016-11-11,2018-04-17,Roth 401(k),2113,734,19082.631860016536
Active,2013-10-21,,Roth IRA,2114,734,20530.01325671284
Active,2013-01-01,,Roth 401(k),2115,735,12691.083671892937
Active,2005-05-22,,529,2116,735,14466.634181397525
Active,2014-09-30,,Roth IRA,2117,735,16471.71865381617
Active,2012-01-04,,Traditional IRA,2118,735,180442.14922187975
Active,2012-06-24,,Brokerage,2119,735,231736.62821343582
Active,2012-07-24,,Traditional IRA,2120,736,23153.14384856247
Active,2015-02-05,,529,2121,736,24309.571465075223
Active,2011-09-24,,Roth IRA,2122,736,5701.13261966294
Active,2005-09-25,,Brokerage,2123,736,19105.230203265746
Active,2018-04-09,,Brokerage,2124,737,131225.59482521654
Active,2016-09-27,,Roth 401(k),2125,737,15266.863680407596
Active,2016-06-28,,Traditional IRA,2126,737,11704.28506602577
Active,2004-03-22,,Roth IRA,2127,738,14429.525838221767
Active,2009-06-19,,Roth 401(k),2128,738,18759.25722508314
Active,2018-02-05,,529,2129,738,14258.256537037487
Active,2006-12-10,,Brokerage,2130,738,13454.240657545242
Active,2014-06-17,,Traditional IRA,2131,738,20546.839456906248
Active,2011-06-30,,529,2132,739,7123.612072420167
Active,2013-08-03,,Traditional IRA,2133,740,6930.343661861184
Inactive,2009-11-05,2017-11-16,Brokerage,2134,740,8291.712502526694
Active,2014-04-30,,529,2135,740,137571.67920008942
Active,2010-02-19,,Roth 401(k),2136,740,24982.915497267266
Active,2015-08-20,,Roth IRA,2137,741,160314.0335945744
Inactive,2018-01-17,2018-08-08,529,2138,742,22525.843270735884
Inactive,2014-10-12,2015-06-03,Roth 401(k),2139,742,14610.086247939791
Active,2018-03-05,,Traditional IRA,2140,742,122943.6423122707
Active,2016-06-13,,Brokerage,2141,742,16314.622560621854
Inactive,2015-02-01,2017-06-20,Roth IRA,2142,742,8443.39916907516
Active,2018-06-26,,Roth IRA,2143,743,12984.198298908059
Active,2013-08-14,,Brokerage,2144,743,9693.630191783885
Inactive,2008-06-23,2017-08-08,Roth 401(k),2145,743,12041.663441759527
Active,2015-03-09,,Traditional IRA,2146,743,1673.6503097459297
Active,2009-06-22,,529,2147,743,10156.35431159652
Active,2014-06-14,,Brokerage,2148,744,10073.048628074504
Inactive,2010-09-03,2014-03-01,529,2149,745,17284.510988771734
Active,2015-04-06,,Roth 401(k),2150,745,15147.324677025443
Active,2015-09-26,,Brokerage,2151,745,6182.867779143857
Active,2015-03-12,,Roth 401(k),2152,746,2791.6806340380144
Active,2014-08-20,,Traditional IRA,2153,746,4672.820419491492
Active,2012-03-24,,Brokerage,2154,746,20270.931638802547
Active,2012-10-20,,529,2155,746,4796.216497901694
Active,2011-03-18,,Roth IRA,2156,746,21125.024562271123
Active,2017-01-10,,Roth IRA,2157,747,12664.897003986216
Active,2001-08-02,,529,2158,747,20704.96530470488
Active,2017-06-14,,Roth IRA,2159,748,11081.750949794428
Active,2017-06-30,,Brokerage,2160,748,21495.300826577208
Active,2017-07-31,,529,2161,748,19378.386035076262
Active,2017-11-04,,Roth 401(k),2162,748,9612.4731365598
Inactive,2017-06-13,2018-01-17,Traditional IRA,2163,748,18854.663123569142
Active,2014-07-05,,Roth 401(k),2164,749,23318.561676629786
Active,2014-09-29,,Traditional IRA,2165,749,14697.036487461568
Active,2015-11-27,,Brokerage,2166,750,9523.43642813741
Active,2015-02-23,,Roth IRA,2167,750,208249.05920584503
Active,2017-02-16,,Roth 401(k),2168,750,16762.80792562708
Active,2014-07-13,,Traditional IRA,2169,750,3563.2898585425005
Active,2013-08-26,,529,2170,751,3906.0115073225584
Active,2017-02-04,,Roth IRA,2171,751,130374.37721127822
Active,2009-07-10,,Roth IRA,2172,752,1710.914989543393
Active,2014-02-18,,Roth 401(k),2173,752,98822.0749507499
Active,2012-11-29,,529,2174,752,282807.76355138316
Active,2012-12-06,,Traditional IRA,2175,752,9985.756167013158
Active,2015-12-14,,Traditional IRA,2176,753,20246.695870145057
Active,2014-09-18,,Roth IRA,2177,753,280886.2298085913
Active,2017-11-28,,Brokerage,2178,753,23655.195208456375
Inactive,2015-12-18,2018-09-27,Roth 401(k),2179,753,22231.638416099522
Active,2016-12-15,,529,2180,753,286774.09013166744
Active,2016-07-22,,Roth IRA,2181,754,15288.89162143972
Active,2017-12-01,,Traditional IRA,2182,754,12170.614609694952
Active,2016-08-19,,Roth 401(k),2183,754,8319.411697535503
Active,2011-04-27,,Brokerage,2184,754,3407.260885918074
Active,2013-11-13,,Brokerage,2185,755,13524.24370414115
Active,2011-09-22,,529,2186,755,11514.686774102738
Active,2010-04-30,,Traditional IRA,2187,755,16581.86961514496
Active,2008-03-19,,Roth 401(k),2188,755,12491.117959980382
Active,2016-06-08,,Roth IRA,2189,755,5000.381537922389
Active,2017-07-15,,Traditional IRA,2190,756,20386.79748708101
Active,2017-01-13,,Brokerage,2191,756,17693.618995435263
Active,2015-09-06,,Roth 401(k),2192,756,17064.902695619523
Active,2017-06-02,,Roth IRA,2193,756,18504.88403628333
Active,2015-04-12,,Brokerage,2194,757,9065.460414160494
Inactive,2017-12-24,2018-06-13,Traditional IRA,2195,757,17361.393786968172
Active,2015-04-21,,529,2196,757,1021.422362438356
Active,2017-12-12,,Roth IRA,2197,757,7104.49861194377
Active,2013-11-04,,529,2198,758,15763.490482634716
Active,2016-02-04,,Roth IRA,2199,758,2613.8534470679497
Active,2014-11-04,,Brokerage,2200,758,20742.550865706857
Active,2012-12-21,,Roth 401(k),2201,758,4953.5642863794765
Active,2011-03-22,,529,2202,759,7286.751843516471
Active,2016-11-13,,Traditional IRA,2203,759,24944.286905326142
Inactive,2016-05-28,2017-06-17,Roth IRA,2204,759,11534.813006874152
Active,2009-03-13,,Roth 401(k),2205,760,8283.013523797257
Active,2010-06-10,,529,2206,760,19809.77595438119
Active,2016-02-04,,Brokerage,2207,760,1086.741207879464
Inactive,2011-10-13,2018-02-10,Roth IRA,2208,760,2357.797189691016
Active,2015-10-30,,Traditional IRA,2209,761,11217.256695527944
Active,2017-10-03,,529,2210,761,21419.567174735046
Active,2009-11-06,,Roth 401(k),2211,761,2040.365046409221
Active,2011-08-07,,Roth IRA,2212,761,21204.725346366253
Active,2015-11-12,,Brokerage,2213,761,14017.151213055116
Active,2010-09-23,,Brokerage,2214,762,15267.885563104623
Active,2011-12-31,,529,2215,762,1750.8825073951853
Active,2017-06-03,,Roth IRA,2216,762,15931.708455816537
Active,2015-09-19,,Roth 401(k),2217,762,18206.552074144965
Active,2018-06-12,,Traditional IRA,2218,763,13619.308944715554
Active,2008-01-12,,529,2219,763,13322.600806536524
Active,2011-08-26,,Roth 401(k),2220,763,5859.770755801608
Active,2011-08-01,,Brokerage,2221,763,24875.74639908693
Active,2011-10-03,,Roth IRA,2222,763,97259.10429301583
Active,2005-03-11,,529,2223,764,15643.67077958966
Active,2016-12-12,,Brokerage,2224,764,23149.479344575353
Active,2010-04-07,,Roth 401(k),2225,764,1980.5879949379835
Active,2017-02-19,,Roth 401(k),2226,765,4361.023066570932
Active,2015-01-27,,529,2227,765,9056.786101576057
Active,2013-03-16,,Roth 401(k),2228,766,253199.3972547986
Active,2017-09-29,,529,2229,766,206997.3471193577
Active,2015-05-12,,Traditional IRA,2230,766,6182.5147037855095
Active,2015-08-22,,Brokerage,2231,766,2120.349403005056
Active,2014-06-24,,Roth IRA,2232,767,2660.5183495819942
Active,2016-09-24,,Roth 401(k),2233,768,10292.187763057947
Active,2011-04-16,,Roth 401(k),2234,769,17662.96704435019
Active,2014-09-22,,529,2235,769,11512.851993046143
Active,2014-07-05,,Roth IRA,2236,770,5361.651747750513
Active,2003-07-11,,Roth 401(k),2237,771,20173.460737439174
Active,2007-08-23,,Brokerage,2238,771,17643.2722718049
Active,2003-08-02,,Traditional IRA,2239,771,8094.419390638867
Active,2013-01-25,,529,2240,771,13198.654940723696
Active,2013-05-19,,Roth IRA,2241,771,20253.0688493162
Active,2010-10-06,,Traditional IRA,2242,772,277830.47794643254
Active,2015-09-14,,Brokerage,2243,772,22386.589916929148
Active,2005-01-13,,Roth IRA,2244,773,19843.063892570146
Active,2004-10-28,,529,2245,773,12344.236933527054
Active,2002-05-19,,Roth 401(k),2246,773,19278.39610305055
Active,2015-04-23,,Roth 401(k),2247,774,18770.41570209199
Active,2016-03-29,,Brokerage,2248,774,23108.39458637917
Active,2016-10-16,,Roth IRA,2249,774,21788.203848909034
Active,2016-11-12,,Traditional IRA,2250,774,11052.571258754475
Active,2016-06-18,,529,2251,775,3753.1688569593234
Active,2013-08-19,,Roth IRA,2252,775,10323.205485326273
Active,2016-03-25,,Traditional IRA,2253,775,7788.416159222862
Active,2017-07-05,,Brokerage,2254,775,21454.925572349563
Active,2017-02-25,,Roth 401(k),2255,775,11652.658934103261
Active,2013-01-22,,Traditional IRA,2256,776,18246.456604295458
Active,2016-05-17,,Roth 401(k),2257,776,20541.476347188476
Active,2013-10-05,,Roth IRA,2258,776,9091.501878741854
Active,2016-02-13,,529,2259,776,1521.139804070102
Active,2002-06-08,,Traditional IRA,2260,777,24271.136587687426
Active,2006-12-23,,Roth 401(k),2261,777,14364.769065523922
Active,2017-05-27,,Roth IRA,2262,777,6415.043474623106
Active,2016-02-17,,Brokerage,2263,778,11637.274281370082
Active,2014-07-12,,529,2264,778,11544.5907040123
Active,2015-01-10,,Roth IRA,2265,778,7598.376657717907
Active,2018-03-17,,Roth 401(k),2266,778,123916.2899865401
Active,2016-05-04,,Traditional IRA,2267,778,15622.340952784212
Active,2016-12-26,,Brokerage,2268,779,4885.830702767262
Active,2014-09-07,,Roth IRA,2269,779,19831.64907579265
Active,2018-02-02,,Traditional IRA,2270,779,74106.09725392179
Active,2018-01-10,,Brokerage,2271,780,22854.802015151196
Active,2017-08-08,,529,2272,780,24775.45297843916
Active,2016-10-28,,Roth 401(k),2273,780,17711.771025861464
Active,2015-12-03,,Roth IRA,2274,780,2775.9181351422903
Active,2014-11-21,,Traditional IRA,2275,780,142784.7013671153
Active,2016-12-21,,529,2276,781,6051.588310088428
Active,2014-10-11,,Brokerage,2277,781,24059.03618435018
Active,2013-09-27,,Traditional IRA,2278,781,104493.76146582831
Active,2016-11-17,,Roth 401(k),2279,782,19828.188863225085
Active,2012-12-25,,529,2280,782,19591.436546444897
Active,2015-01-25,,529,2281,783,8219.497843796918
Active,2013-07-23,,Roth 401(k),2282,783,17875.801553551577
Active,2017-04-09,,Traditional IRA,2283,783,3128.9446078777496
